Bank,Product,Province,SalesAmount,ClientAge,ClientIncome,SaleDate
Scotiabank,Deposit Account,Newfoundland and Labrador,2122,61,90658,2021-12-10
Scotiabank,Deposit Account,Quebec,565,26,71148,2025-04-26
RBC,Investment Product,British Columbia,89164,59,143695,2024-02-22
RBC,Investment Product,Northwest Territories,31297,26,124431,2025-12-30
TD,Credit Product,Manitoba,25948,63,102412,2021-01-22
Scotiabank,Credit Product,Manitoba,14089,30,119209,2022-07-29
Scotiabank,Investment Product,Saskatchewan,52160,31,87012,2025-10-17
TD,Investment Product,Quebec,90464,59,43637,2022-08-06
RBC,Investment Product,Ontario,28039,34,121652,2022-07-27
RBC,Deposit Account,Alberta,1287,42,66079,2023-02-02
Scotiabank,Investment Product,Prince Edward Island,93044,34,82035,2020-11-29
RBC,Credit Product,Yukon,34746,48,74306,2024-04-15
Scotiabank,Investment Product,Newfoundland and Labrador,42311,65,113483,2022-01-12
Scotiabank,Investment Product,Newfoundland and Labrador,81292,60,144869,2022-06-25
TD,Deposit Account,Manitoba,871,62,83759,2020-10-22
RBC,Investment Product,Saskatchewan,57559,57,69101,2021-07-16
Scotiabank,Deposit Account,Nova Scotia,612,41,57621,2022-10-22
RBC,Deposit Account,Newfoundland and Labrador,1909,31,137222,2023-02-10
TD,Deposit Account,Yukon,1382,43,80583,2024-06-24
Scotiabank,Deposit Account,Northwest Territories,2010,47,43831,2025-08-08
TD,Deposit Account,Northwest Territories,1538,45,78953,2022-06-26
RBC,Credit Product,Yukon,17633,64,100441,2023-02-26
RBC,Credit Product,Northwest Territories,30282,27,106220,2024-11-09
RBC,Investment Product,British Columbia,65244,56,62876,2021-06-05
Scotiabank,Investment Product,Quebec,29139,60,139208,2022-02-18
Scotiabank,Deposit Account,Manitoba,2413,56,35267,2020-08-16
TD,Investment Product,Nova Scotia,87072,38,45632,2020-05-09
Scotiabank,Deposit Account,Ontario,840,35,70505,2022-08-25
RBC,Credit Product,Alberta,32843,35,103752,2020-06-25
RBC,Investment Product,New Brunswick,55362,41,66219,2022-03-18
TD,Deposit Account,Yukon,1396,48,96983,2023-06-18
TD,Investment Product,British Columbia,83055,61,131546,2022-05-29
Scotiabank,Credit Product,New Brunswick,33764,55,78184,2021-11-15
Scotiabank,Deposit Account,Alberta,1886,49,119453,2022-07-05
RBC,Credit Product,Nunavut,40716,56,119819,2021-03-04
RBC,Deposit Account,Nova Scotia,1777,38,58851,2023-10-05
Scotiabank,Credit Product,Northwest Territories,48100,48,140770,2021-09-11
RBC,Deposit Account,Saskatchewan,2048,33,61193,2024-04-04
Scotiabank,Deposit Account,Nunavut,1163,33,138671,2023-07-16
Scotiabank,Credit Product,Prince Edward Island,32557,65,83252,2022-09-27
RBC,Deposit Account,Alberta,522,26,125727,2025-02-22
Scotiabank,Deposit Account,Manitoba,885,57,84034,2020-03-30
Scotiabank,Investment Product,Saskatchewan,66670,43,102235,2023-11-23
TD,Credit Product,Newfoundland and Labrador,24372,56,69908,2021-10-30
TD,Credit Product,British Columbia,40130,25,135161,2022-12-18
TD,Investment Product,British Columbia,69787,51,47780,2022-07-26
TD,Credit Product,British Columbia,41919,49,113661,2023-01-24
RBC,Credit Product,Nova Scotia,42273,35,139746,2024-06-30
RBC,Deposit Account,Alberta,1936,63,111592,2025-10-26
TD,Deposit Account,Nova Scotia,2156,63,53966,2024-02-17
RBC,Investment Product,Ontario,35095,43,71309,2022-03-11
RBC,Credit Product,Yukon,22160,49,107376,2023-05-04
RBC,Credit Product,Nova Scotia,28902,33,71691,2021-12-13
Scotiabank,Credit Product,Nunavut,35668,38,83956,2021-07-09
TD,Investment Product,Quebec,27868,39,145992,2025-05-25
TD,Investment Product,Manitoba,45225,36,143412,2023-11-02
Scotiabank,Deposit Account,Manitoba,1738,29,117199,2021-08-15
RBC,Deposit Account,Newfoundland and Labrador,1431,55,141530,2024-04-15
RBC,Investment Product,Saskatchewan,38504,26,121186,2020-10-02
Scotiabank,Investment Product,New Brunswick,64580,56,96925,2024-05-22
TD,Investment Product,Quebec,55342,53,98375,2020-03-04
TD,Deposit Account,Ontario,1708,39,100325,2021-08-20
RBC,Investment Product,British Columbia,84151,49,117900,2023-06-14
RBC,Investment Product,Ontario,95033,54,32851,2020-06-09
TD,Credit Product,Northwest Territories,29842,51,102569,2024-06-04
Scotiabank,Deposit Account,Nunavut,968,40,86034,2025-11-16
Scotiabank,Credit Product,Quebec,20367,30,122260,2020-12-12
TD,Investment Product,New Brunswick,84158,65,64423,2024-10-30
TD,Investment Product,Newfoundland and Labrador,26264,41,115029,2022-03-18
TD,Credit Product,Prince Edward Island,13681,46,127742,2021-07-07
Scotiabank,Credit Product,Alberta,26114,45,123706,2022-05-27
TD,Deposit Account,Yukon,1620,62,43952,2022-11-10
RBC,Deposit Account,British Columbia,1663,59,119896,2023-02-10
RBC,Credit Product,Prince Edward Island,40318,52,111079,2022-08-02
RBC,Deposit Account,British Columbia,757,52,111028,2024-10-05
RBC,Investment Product,Prince Edward Island,69583,33,77785,2023-05-30
RBC,Credit Product,Newfoundland and Labrador,11686,25,71693,2022-05-18
Scotiabank,Deposit Account,Northwest Territories,1242,43,80218,2020-07-28
TD,Credit Product,Northwest Territories,45675,59,99171,2020-05-10
RBC,Investment Product,Saskatchewan,26669,34,114747,2020-08-31
TD,Deposit Account,British Columbia,940,64,118054,2022-09-25
Scotiabank,Credit Product,Yukon,17906,37,80240,2025-12-11
TD,Deposit Account,Newfoundland and Labrador,607,36,38773,2020-12-26
TD,Credit Product,New Brunswick,25908,50,97912,2021-10-16
Scotiabank,Deposit Account,Northwest Territories,1292,46,125578,2023-12-27
TD,Investment Product,Newfoundland and Labrador,24215,51,107215,2020-10-03
Scotiabank,Credit Product,Quebec,16708,65,145707,2021-07-04
Scotiabank,Investment Product,Prince Edward Island,43250,65,47151,2024-05-01
RBC,Investment Product,Ontario,57961,28,94865,2021-08-29
TD,Deposit Account,Newfoundland and Labrador,1212,61,59872,2025-07-09
Scotiabank,Deposit Account,Nova Scotia,2064,63,81056,2024-02-23
TD,Deposit Account,Nova Scotia,590,45,85742,2023-03-04
TD,Deposit Account,Ontario,1534,35,31896,2021-12-03
RBC,Deposit Account,New Brunswick,1178,53,36752,2023-02-08
TD,Investment Product,British Columbia,73446,62,105823,2020-03-15
Scotiabank,Investment Product,Yukon,23547,65,69111,2021-07-04
RBC,Investment Product,British Columbia,36886,59,32836,2021-04-19
Scotiabank,Credit Product,Alberta,13655,38,70044,2022-06-15
TD,Investment Product,British Columbia,33593,44,146968,2023-03-03
Scotiabank,Deposit Account,Northwest Territories,782,30,73262,2020-11-22
Scotiabank,Investment Product,Northwest Territories,75813,39,72974,2020-10-06
Scotiabank,Investment Product,New Brunswick,52616,64,118906,2025-11-24
TD,Investment Product,New Brunswick,55775,49,48799,2025-03-14
TD,Credit Product,Alberta,21085,45,106937,2022-04-26
TD,Credit Product,Yukon,45195,50,100178,2021-04-23
TD,Investment Product,Northwest Territories,46839,33,51714,2025-12-13
Scotiabank,Deposit Account,British Columbia,2450,33,127225,2023-09-24
TD,Deposit Account,British Columbia,1220,56,122300,2021-03-15
RBC,Investment Product,New Brunswick,41506,41,136513,2022-01-18
RBC,Credit Product,Northwest Territories,42886,25,100681,2022-04-28
TD,Investment Product,Northwest Territories,78066,40,74828,2022-07-26
RBC,Investment Product,Ontario,37466,57,54857,2020-08-27
TD,Credit Product,Quebec,46769,57,121813,2024-10-18
TD,Credit Product,Ontario,14335,49,58902,2025-03-15
TD,Credit Product,Saskatchewan,37636,55,126063,2025-11-20
TD,Investment Product,New Brunswick,54708,50,51189,2025-12-24
TD,Credit Product,New Brunswick,45848,31,93194,2023-11-07
RBC,Investment Product,Newfoundland and Labrador,66433,48,92428,2025-07-03
Scotiabank,Credit Product,Ontario,10339,39,143684,2020-02-11
Scotiabank,Deposit Account,Prince Edward Island,1131,46,30492,2025-09-30
TD,Deposit Account,Ontario,900,54,149041,2021-02-12
TD,Deposit Account,Prince Edward Island,1393,46,90736,2021-11-09
Scotiabank,Investment Product,Saskatchewan,21202,51,93140,2020-03-07
Scotiabank,Investment Product,Manitoba,60032,44,123275,2021-08-25
Scotiabank,Investment Product,Newfoundland and Labrador,81213,57,63258,2024-09-05
TD,Credit Product,New Brunswick,11811,40,48101,2025-02-17
RBC,Deposit Account,Yukon,637,53,97937,2022-11-02
RBC,Investment Product,Nunavut,21423,64,116521,2023-02-13
Scotiabank,Credit Product,Manitoba,49574,43,31914,2023-03-18
TD,Credit Product,British Columbia,34966,26,94534,2023-01-10
TD,Credit Product,Northwest Territories,21393,29,82478,2022-10-01
Scotiabank,Investment Product,Ontario,79578,38,110667,2024-01-14
RBC,Investment Product,Prince Edward Island,62903,33,35575,2024-01-02
TD,Deposit Account,Ontario,572,29,47730,2024-08-15
Scotiabank,Credit Product,Newfoundland and Labrador,31111,64,36619,2023-01-01
TD,Credit Product,Newfoundland and Labrador,47556,48,124665,2020-01-14
TD,Investment Product,Manitoba,84616,44,88335,2024-04-06
Scotiabank,Deposit Account,Newfoundland and Labrador,693,57,105412,2021-07-30
Scotiabank,Investment Product,Manitoba,77281,34,109544,2020-05-17
RBC,Investment Product,Manitoba,62841,40,116158,2025-09-15
Scotiabank,Investment Product,Prince Edward Island,53982,34,139787,2025-03-17
TD,Credit Product,Saskatchewan,18569,58,130489,2024-11-30
RBC,Investment Product,British Columbia,38324,49,141160,2022-07-16
TD,Investment Product,Ontario,62886,51,65110,2023-05-30
Scotiabank,Investment Product,British Columbia,93551,42,100003,2021-09-28
TD,Investment Product,Ontario,48980,54,145169,2020-02-20
Scotiabank,Investment Product,Nunavut,84452,62,108375,2020-11-12
TD,Deposit Account,New Brunswick,1120,42,144688,2024-03-04
RBC,Investment Product,Nunavut,21483,28,142455,2024-07-13
TD,Deposit Account,Quebec,1439,63,83532,2023-11-28
TD,Deposit Account,Northwest Territories,950,36,86969,2021-02-07
Scotiabank,Deposit Account,Saskatchewan,2297,52,68499,2021-08-26
RBC,Investment Product,Alberta,79851,38,74175,2023-10-04
RBC,Deposit Account,Newfoundland and Labrador,522,29,122677,2025-01-15
TD,Deposit Account,Saskatchewan,1733,53,44988,2023-06-03
Scotiabank,Credit Product,Manitoba,22522,33,133591,2023-09-13
RBC,Deposit Account,Saskatchewan,879,50,149121,2025-01-08
Scotiabank,Investment Product,Nunavut,60427,58,141129,2024-07-23
RBC,Credit Product,New Brunswick,23573,45,30675,2024-10-19
RBC,Deposit Account,Quebec,778,50,92894,2021-07-21
TD,Credit Product,New Brunswick,34726,53,55826,2021-12-21
Scotiabank,Deposit Account,Newfoundland and Labrador,1143,57,146414,2025-06-27
Scotiabank,Investment Product,Alberta,82013,44,87292,2021-08-24
TD,Credit Product,Prince Edward Island,16133,60,49482,2020-01-07
TD,Credit Product,Saskatchewan,24550,41,126662,2021-01-24
RBC,Credit Product,British Columbia,16937,64,119521,2022-05-18
RBC,Credit Product,British Columbia,30990,59,72022,2020-05-02
RBC,Investment Product,Yukon,57069,43,32184,2024-08-12
Scotiabank,Investment Product,Newfoundland and Labrador,45368,60,137623,2024-06-17
Scotiabank,Credit Product,Saskatchewan,49946,29,71108,2024-02-02
TD,Credit Product,Saskatchewan,26609,64,51217,2024-04-02
TD,Deposit Account,Quebec,2074,28,132675,2022-05-08
TD,Deposit Account,Newfoundland and Labrador,1392,51,60581,2025-04-30
Scotiabank,Investment Product,Nunavut,77250,41,75361,2024-02-07
TD,Credit Product,Manitoba,19938,40,108401,2022-12-18
RBC,Deposit Account,Northwest Territories,2318,35,92684,2025-02-28
RBC,Deposit Account,Prince Edward Island,1518,39,93085,2023-12-22
Scotiabank,Deposit Account,Yukon,2201,52,139895,2020-08-22
RBC,Investment Product,Alberta,82057,53,41580,2025-06-03
Scotiabank,Deposit Account,Newfoundland and Labrador,1215,40,142456,2025-03-06
RBC,Investment Product,British Columbia,29522,44,114113,2021-05-31
RBC,Credit Product,New Brunswick,34241,64,90030,2024-03-15
Scotiabank,Investment Product,New Brunswick,94519,44,41427,2025-05-31
Scotiabank,Deposit Account,Newfoundland and Labrador,1802,61,52068,2024-02-15
TD,Credit Product,Saskatchewan,29261,62,95614,2022-10-15
RBC,Credit Product,Nova Scotia,21502,45,60598,2021-12-06
TD,Investment Product,Saskatchewan,48924,49,65842,2021-07-04
Scotiabank,Deposit Account,New Brunswick,1621,37,30926,2021-08-07
TD,Credit Product,Northwest Territories,48028,30,44278,2022-08-21
Scotiabank,Deposit Account,Prince Edward Island,1754,65,123799,2020-05-20
TD,Credit Product,Manitoba,14167,56,38724,2025-07-13
TD,Investment Product,Alberta,76986,58,106807,2023-03-22
TD,Credit Product,Alberta,10087,56,117104,2023-11-21
Scotiabank,Deposit Account,Quebec,871,55,81286,2024-05-14
Scotiabank,Deposit Account,Ontario,775,63,108966,2020-08-31
RBC,Deposit Account,Nunavut,1180,37,120414,2025-10-30
TD,Credit Product,British Columbia,18955,43,87204,2025-03-24
Scotiabank,Credit Product,New Brunswick,35340,59,66397,2025-10-16
Scotiabank,Deposit Account,New Brunswick,827,47,37914,2021-07-05
TD,Deposit Account,Alberta,860,47,85649,2023-02-16
RBC,Investment Product,British Columbia,21176,60,61603,2024-06-13
Scotiabank,Deposit Account,Quebec,693,32,85194,2025-10-23
RBC,Credit Product,Saskatchewan,13620,31,148276,2025-07-01
Scotiabank,Deposit Account,Alberta,731,31,78923,2022-05-15
RBC,Investment Product,Quebec,91611,36,104379,2022-10-04
TD,Deposit Account,Yukon,2252,58,60797,2021-11-30
RBC,Investment Product,New Brunswick,24368,26,82910,2020-01-06
RBC,Deposit Account,Ontario,1813,55,128294,2022-01-05
TD,Deposit Account,Manitoba,1834,36,129082,2020-09-06
TD,Deposit Account,Nunavut,940,55,59729,2023-12-28
Scotiabank,Investment Product,Manitoba,25895,36,52390,2024-10-17
TD,Deposit Account,Alberta,2402,39,138134,2023-12-18
Scotiabank,Investment Product,Prince Edward Island,90717,37,105033,2024-09-11
TD,Investment Product,New Brunswick,72405,46,131430,2022-11-18
TD,Deposit Account,Ontario,1190,51,50364,2023-02-15
TD,Investment Product,Alberta,97571,56,81786,2023-04-10
TD,Investment Product,Northwest Territories,72385,43,85032,2021-09-18
RBC,Investment Product,Northwest Territories,79149,64,90471,2025-04-06
Scotiabank,Credit Product,Yukon,44798,39,100410,2025-12-09
RBC,Credit Product,Newfoundland and Labrador,11437,52,43826,2021-02-09
RBC,Investment Product,Yukon,52498,35,82530,2024-09-24
TD,Deposit Account,Alberta,1012,34,78107,2025-10-27
RBC,Credit Product,Alberta,38522,61,50694,2025-06-01
TD,Credit Product,British Columbia,45149,40,87225,2022-06-05
RBC,Credit Product,Saskatchewan,16486,33,55358,2020-06-29
TD,Investment Product,Ontario,59567,36,84743,2025-09-06
TD,Credit Product,Northwest Territories,35112,43,94545,2025-10-15
TD,Investment Product,New Brunswick,65116,31,124338,2024-11-08
RBC,Investment Product,Nova Scotia,68635,30,136204,2021-01-11
RBC,Deposit Account,Quebec,1966,65,115457,2024-12-01
RBC,Investment Product,Quebec,24076,53,134420,2023-06-14
Scotiabank,Credit Product,Saskatchewan,35102,40,119501,2024-09-14
TD,Investment Product,Quebec,64979,58,94679,2022-11-14
RBC,Credit Product,Saskatchewan,21896,53,109231,2025-10-17
RBC,Investment Product,Ontario,41306,41,40807,2020-11-05
RBC,Credit Product,Prince Edward Island,36342,54,44263,2022-06-21
Scotiabank,Credit Product,Quebec,13499,31,57621,2024-06-14
RBC,Investment Product,Ontario,73590,60,73277,2024-10-04
RBC,Deposit Account,Alberta,1647,39,69458,2025-10-31
TD,Investment Product,British Columbia,94333,54,104499,2021-04-19
Scotiabank,Deposit Account,Prince Edward Island,1640,35,59686,2021-09-17
TD,Credit Product,Newfoundland and Labrador,34881,65,35924,2023-07-04
TD,Credit Product,Alberta,33346,64,33937,2024-01-17
Scotiabank,Credit Product,Northwest Territories,42754,47,149978,2021-12-24
TD,Credit Product,Northwest Territories,24279,30,128791,2025-02-17
Scotiabank,Investment Product,Newfoundland and Labrador,95212,65,62975,2021-02-20
TD,Credit Product,Quebec,35574,40,50040,2022-10-18
RBC,Investment Product,Northwest Territories,67571,30,140933,2020-03-31
RBC,Investment Product,Alberta,33049,31,117524,2022-10-29
TD,Investment Product,Prince Edward Island,64158,36,116520,2024-12-01
TD,Investment Product,British Columbia,52540,49,143062,2024-03-06
Scotiabank,Deposit Account,Alberta,883,44,35118,2023-12-31
Scotiabank,Investment Product,Quebec,58705,51,47103,2022-07-06
TD,Investment Product,Yukon,90161,27,53032,2020-04-23
Scotiabank,Deposit Account,Yukon,2345,50,77882,2025-03-09
RBC,Deposit Account,Quebec,2310,48,119341,2020-07-08
Scotiabank,Deposit Account,Newfoundland and Labrador,1650,61,78402,2020-11-12
RBC,Credit Product,British Columbia,44541,50,111936,2023-10-21
RBC,Deposit Account,Alberta,886,65,34114,2024-12-05
RBC,Deposit Account,Ontario,2119,60,109058,2025-02-04
Scotiabank,Investment Product,British Columbia,51070,49,55114,2021-09-28
TD,Investment Product,Northwest Territories,78905,55,98313,2020-03-04
Scotiabank,Deposit Account,Alberta,716,33,80217,2025-11-23
TD,Credit Product,Northwest Territories,44557,63,55118,2025-12-22
Scotiabank,Credit Product,Quebec,34891,28,106532,2025-07-27
Scotiabank,Deposit Account,Nova Scotia,1174,29,68267,2025-12-13
RBC,Investment Product,Nunavut,69206,52,92666,2023-02-18
RBC,Deposit Account,New Brunswick,1628,63,95686,2021-11-24
TD,Investment Product,Quebec,24238,31,111322,2020-01-26
RBC,Investment Product,Newfoundland and Labrador,37231,50,37598,2023-04-17
TD,Investment Product,Prince Edward Island,67494,56,135269,2022-02-23
RBC,Deposit Account,New Brunswick,1333,38,58116,2021-06-10
TD,Deposit Account,British Columbia,1645,31,34242,2022-12-06
RBC,Credit Product,Quebec,39889,42,96073,2020-03-21
Scotiabank,Credit Product,Saskatchewan,18771,50,85269,2022-11-06
Scotiabank,Credit Product,Yukon,29690,26,47162,2022-10-08
RBC,Credit Product,Nova Scotia,26015,52,72473,2020-08-28
RBC,Credit Product,Ontario,45996,47,124422,2020-09-13
RBC,Investment Product,Ontario,22617,62,147007,2025-06-29
RBC,Credit Product,Alberta,18835,41,109961,2020-07-19
TD,Credit Product,Ontario,13435,25,35505,2023-04-11
Scotiabank,Credit Product,British Columbia,15295,27,132210,2023-02-17
TD,Credit Product,Quebec,31763,43,67241,2020-06-21
RBC,Credit Product,Ontario,46851,38,95820,2025-11-08
TD,Investment Product,Prince Edward Island,58603,65,72918,2021-11-20
RBC,Investment Product,Alberta,54130,43,99998,2023-12-07
TD,Credit Product,Alberta,17879,41,47178,2022-11-23
TD,Investment Product,Prince Edward Island,85260,57,82482,2021-11-06
RBC,Deposit Account,Northwest Territories,2167,60,89793,2020-01-22
TD,Credit Product,Ontario,20418,39,95699,2021-04-06
RBC,Deposit Account,New Brunswick,1483,44,31787,2021-06-11
Scotiabank,Deposit Account,Prince Edward Island,1200,53,115029,2022-01-31
TD,Deposit Account,Alberta,1980,65,81456,2023-06-21
RBC,Credit Product,Yukon,15566,45,64127,2020-12-25
Scotiabank,Credit Product,Manitoba,23672,45,33339,2022-04-03
TD,Deposit Account,Prince Edward Island,1167,54,114277,2022-11-05
RBC,Deposit Account,New Brunswick,1846,52,38742,2020-02-07
Scotiabank,Credit Product,Prince Edward Island,16377,33,121004,2022-10-22
RBC,Investment Product,Ontario,95966,32,131791,2022-02-01
TD,Credit Product,Alberta,36969,30,71055,2022-02-26
TD,Investment Product,Quebec,40047,29,40839,2022-04-29
TD,Investment Product,Prince Edward Island,46220,65,139911,2020-07-03
